アーヘン	아헨
インドールジテルペン	인돌 디테르펜
フェスク	페스크
慶頼	경요
シャンバ	샴바
まいて	뿌려
円喬	円喬
カプノグラフィ	카프노그래피
サウディ	사우디
カシュパル・マリア・シュテルンベルク	카슈팔 마리아 슈테른베르크
エクステンダー	익스텐더
ウェザーズ	웨더스
ポサードニク	포사드니크
オソルク	오솔크
イェシュケン	예슈켄
ポルポラッティ	폴포라티
クラツォウ	크라초
象舎	엘리펀트 하우스
いけん	이켄
セルゲエンコ	세르게엔코
桙衝	스퍼트
シネマイーラ	시네마이라
リューベチ	뤼베치
アエロスクレ	아에로 수크레
チルダン	칠당
充徳	충덕
カルタン	카르탄
下泉	샤취안
グルナール	그르나르
ブレイジアー	브레이지어
ジョン・ターピン	존 타핀
ウェルトン	웰튼
ムワタ・カゼンベ	무와타 카젠베
ムキューナ	무쿠나
サトリアネオ	사토리아네오
格力	그리
ザイニディン・タジエフ	자이니딘 타지예프
マッズ・オストベルグ	매즈 오스트베르그
ミンメラーゲ	민메라게
醴	스위트 와인
パアタ・ツィンツァゼ	파아타 징차제
シルチス	실치스
アランボウルギアニア	알람볼 기아니아
ジュニーエ	주니에
ガングズル	건즐
セーケイ・ベルタラン	세이케이 베르타란
フォンダパリヌクス	퐁다 파리누크스
フォンシエ	폰시에
アプモン	아프몬
ワブ	와브
ニェン	뇽
マイメンシン	마이멘신
ヒットルフ	히틀프
エカベトナトリウム	에카벳 나트륨
ヴァレルシ	발레르시
アゾトバクター	아조토박터
アルテロモナス	알테로모나스
コマモナス	코마모나스
ケディバクター・コンジュガトゥス	케디박터 콘주가투스
サッカリバクター・フロリコラ	사카리박터 플로리콜라
ブルワリー・ホーエンフェルデ	브루어리 호엔페르데
コーカサスオオカブト	코카서스 늑대
パスクァール	파스콰
ムハマッド	무하마드
絵奈	에나
ストララム	스트라람
滝之上	타키노카미
ノビネチドリ	노비네티도리
奇胎	기태
ナヴァッラ	나발라
郊街	교외 거리
メットヴルスト	메트브루스트
ヴェレトゥルジュニー	벨레투르 주니
イシル	이실
出会し	만남
ロミデプシン	로미뎁신
アヴェンタドール	아벤타도르
エトウェシュ・ヨーゼフ	에트웨시 요제프
エトウェシュ	에트웨시
ギアヌ	기아누
クレッセル	크레셀
アナクシラス	아낙시라스
アバカエヌム	아바카엔
バルシヨネット	바르시요네트
ディグアルティ	디구아르티
モシーニョ	모시뇨
モルヌ・グレニエ	모른 그레니에
ライヒスアルメー	라이히스 아르메
オロフ・ヴィクストランド	올로프 빅스트랜드
アイヘン	아이헨
トゥカノ	투카노
兎狩り	토끼 사냥
ムキ・ベッツァー	무키 베처
撫安	무안
ビヴァリー・アードランド	비벌리 아들랜드
トバール	토바르
キブド	키부드
アリイ	알리
デルケスカンプ	델케스 캄프
マックスバリュ・ヴィクトリーナ	맥스 밸류 빅토리나
弁棒	밸브봉
ウズムシ	우즈무시
ハーネンモーア	하넨 모어
エルバーフェルト	엘버펠트
得之	그것을 얻으십시오
許子	쉬 지
斗満	화이팅
フラチナリズム	플래티넘 리듬
チルコ	칠코
シンポプラスト	심포플라스트
プレヴィターリ	프리비탈리
エルゴメトリン	에르고메트린
フリードリヒスドルフ	프리드리히스도르프
ラントグラーフェン	란트그라펜
オノマトイド	오노마 토이드
ネペンシ	네펜시
イキトス	이키토스
苓夷	苓夷
リトゥンガ	리툰가
ンコヤ	응코야
ハッパ	하파
ベーゼラーガー	베젤라거
クロンプ	크롬프
エワルド	에왈드
チェシュメイエ・アリー	체슈메이에 알리
針灸	침 요법
メゼーファルヴァ	메세팔바
ントイライアス	엔 토이 라이어스
シャーリア	샤리아
マドベ	마드베
ミハイロ・オブレノヴィッチ	미하일로 오브레노비치
掻き落とし	긁힘
ザムトゲマインデ・ヴァルケンリート	잠토게마인데발켄리트
アルトリウス	알토리우스
ギズモード	기즈 모드
孝坪	孝坪
休まら	휴식
ダンケル	던켈
リンケローデ	링켈로데
ホラムシャハル	호람 샤할
ジナイダ・グレチャヌイ	지나이다 그레차누이
レンツキルヒ	렌츠키르히
連川	연천
グレプリンゲン	그레프링겐
駝	낙다
オルティジャ	오르티자
テルトル	테르토르
定慧	집중력과 지혜
淇春	치춘
言葉責め	단어 비난
バラノフスキー・ハサン	바라노브스키 하산
ド・ベーヌ	드 베느
タプー	타푸
高室	하이룸
ベルンホルム	베른홀름
聚盛	주성
嫩線	텐더 라인
ブルドンネ	부르돈네
ノイシュタト	노이슈타트
ディンティン	딩틴
リンドラーチャート	린들러 차트
ボヴリース	보블리스
クリュム	크림
トルフー	토르푸
ルハグバスレン・ソソルバラム	루하그 바스렌 소솔바람
ゼリーナ	젤리나
アンゴ	앙고
キャピトラ	캐피트라
カーライカッカール	칼라이 카카르
ワキモンユタトカゲ	와키몬 유타 도마뱀
アブリン	아블린
ホルモテロール	호르모테롤
拍板	승인
いづる	이즈루
イタム	이탐
フィドヘル	피드헬
ロブスカウス	랍스카우스
上横手	가로수
雅敬	마사하카
菴玄	菴玄
プリュニエ	프뤼니에
ヴァーヘフアルゴリズム	버헤프 알고리즘
エピチオ	에피치오
シュリヒテ	슈리히테
ディーレンハウス	딜런 하우스
プルファーバッハ	풀퍼 바흐
箱柳	하코야나기
いじけ	왕따
マニウス・クリウス・デンタトゥス	마니우스 크리우스 덴타투스
マリカ・ウッザマーニー	마리카 우자 마니
バクシーシ	박시시
安逸	편안한
チスジノリ	치즈진리
雁山	얀산
マツン	마순
ギャンガン	도박
哭声	울음소리
ダーウード・ハーン・ローヒラー	다우드 한 로우 힐러
ナジーバーバード	나지 버버드
ベンジェン・スターク	벤젠 스타크
ヴォランティス	볼란티스
エスクィマルト	에스키마르트
カスベ	카스베
ブイェンデ	부엔데
シュロモ・ザブドウィッツ	슈로모 자부드위츠
コドリ	코돌리
ユーロン	유론
輝岩	휘석
紀寺	키데라
ネイハム	네이햄
ベイクウェル・クロス	베이크웰 크로스
ベイクウェルタルト	베이크 웰 타르트
カンティニー	칸티니
シュヴァルツクライデ	슈발츠클라이데
アストルプ	아스트루프
エングルウッド	앵글우드
アル・アサル	알 아살
ヤクーブ	야쿠브
アンドレツリミミズ	안드레츠 리미즈
スヌーピング	스누핑
フセイニ	후세이니
虎穴	호랑이의 굴
アレブリヘ	알레브리헤
チャラカ・エブゲン	차라카 에브겐
グーゴル	구골
キューネ	쿠네
ヴェミダ	베미다
ミュンツァ	뮌차
ワダン・ワダン	와단 와단
ベミダ	베미다
タイミンタチバナ	타이민 타치바나
ゾンネンアレー	존넨 어레이
シュペルケン	슈퍼켄
ウスバアゲハ	우스바 아게하
ヴェンタドルン	벤타도른
ミノワマン	미노와만
チューネン	튜넨
エイブラモフ	에이브라모프
チルターンヒルズ	칠턴 힐스
ワインバーガー	와인버거
ツァイサー	차이서
ツルナゴーラ	투르나고라
沈子	센지
オロバズス	올로바즈
フィックリング	픽 링
イグザミナー	이그자미나
エウゲニア	유게니아
晴豊	화창한
引っ掻け	긁힘
梨枝	배 가지
9491	9491
メーイ	메이
チュプカ	추카
ソラシドエア	솔라시드 에어
ガマーア	가마아
メヘルダテス	메헤르다테스
桶側	배럴 측면
一蝶	나비
蘐園	蘐園
ヒメオドリコソウ	히메오도리코소우
ドーブレック	도브렉
押し鮓	푸시 연어
워	워
률	률
렬	렬
ドデカノール	도데칸올
コルテノ・ゴルジ	코르테노 골지
先途	개척자
観楓	메이플
リベリオン	리베리온
ギガンティス	기간티스
トリーヴス	트리브스
犬伏	개복
ピタード	피타드
裏番	뒷면
高盛	골드만삭스
カショノ	카쇼노
禄郎	로쿠로
ラロンデ	라론데
イコノロジー	이코놀로지
タヴェルナ	타베르나
京信	곧 출시 예정
キョート	쿄토
サンポーニャ	산포냐
おしら	오시라
スラプストン	슬랩스턴
ペーパ	종이
ビスティオッティ	비스티오티
ルリコシボタンインコ	루리코시 버튼 인코
ヤマブキボタンインコ	야마부키 버튼 잉코
エイツヴォル	에이츠볼
ストーティング	스토팅
ポーラログラフ	폴라로그래프
マドゥ	마두
アリグモ	알리그모
ブレイジング	블레이징
ゴ・エ・ミヨ	고 에 미요
褂	코트
グルタミルトランスフェラーゼ	글루타밀 전이효소
ＺＳＴ	ＺＳＴ
アンシストリー	암시스트리
4374	4374
ノイエンビュルク	노이엔뷔르크
履践	이천
ラインメン	라인맨
ヴィルジーリオ	빌지리오
伸宏	신히로
アルネア	아르네아
沈胴	침침
侏儒	난쟁이
ダリネエー	달리네에
逆ねじ	역나사
ねじ頭	나사 머리
ワドメダニ	와드메다니
ドヴラートフ	두브라토프
マーハー	마하르
マクヴェイ	맥베이
ヘーマードリ	헤마돌리
ビバン	비반
イーヨー	이요
稙道	도로
再撰	고쳐 쓰기
初撰	첫 번째 초안
弘める	떠다니는
パドヴァーノ	파도바노
レジャ	레자
ヴァリュベール	밸류베일
シェヴァルレ	셰발레
乳状	젖을 섞은
ティプ	팁
マレボ	말레보
撻懶	懻懶
プリズマン	프리즈맨
渓水	계수
ロングリート	롱리트
マタラニウム	마탈라늄
ヨイチサウス	요이치 사우스
サギゴケ	사기고케
オセティア	오세티아
シシュナーガ	시슈나가
ザネッリ	자넬리
組盃	조반
シラバノ	시라바노
シラバノビル	실라바노빌
杉島	스기시마
川安	가와야스
サコタッシュ	사코타시
リャナンシー	라난시
不立	아니요
ローパームドラー	로우 팜 도러
ツェルボーニ	젤보니
晴江	하루에
マネンガン	Manengan
ゾナハ	조나하
公妨	공공의
譲りうけ	양보
楽しめれ	즐길 수 있다
ボーディナーヤッカヌール	보디너 야카누르
ラーメーシュヴァラム	라메슈바람
先体	전구 물질
クアンタ	콴타
グラシン	글래신
繰巣	이소
胡華	후 화
韓福	한복
沢側	사와 측
リヴァイアス	리바이어스
アンバルッサ	안바르사
ペドレーニャ	페드레냐
増裕	증유
田房	타보
濫り	남용
苻詵	푸 센
ペンタエリスリット	펜타에리스릿
苟氏	구
灞城	바청
ブロモカルベニウムイオン	브로모카르베늄 이온
ブリッドリントン	브리드 링턴
ニナン・クヨチ	니낭 쿠요치
平尾浄水町	히라오 정수초
ゲティスバーク	게티스버크
ザワ	자와
ヒリー	힐리
ユンナノサウルス	윤 나노사우루스
剌王	왕
行原	행원
ホマス	호마스
ブラウンシュバイク	브라운슈바이크
ハッセンハウゼン	하센하우젠
わらぶき	짚
ツァンダリー	잔달리
自烈	자기 강화
ムスカリ	무스카리
テン・ブルーク	텐 브루크
怨む	원한
ギャラハー	갤러하
デーダー	데이더
スカルダート	두개골 다트
羽角	깃털 뿔
トニカ	토니카
パッサメッツォ・アンティコ	파사메조 안티코
一保	이치호
オオキンカメムシ	오오킨 카메시
腎気	신기
ムルバ	무르바
アルチバ	알티바
ワルナッチ	바르나치
スカポン	스카폰
マーラヴァ	마라바
エシャッハ	에샤흐
潁原	영위안
浮島原	우키시마바라
トルボヴリェ	톨보브레
折江	오리에
はと麦	하토 보리
奇法	치파
戦ご	싸움
みちびき	미치비키
キュレーションアプリ	큐레이션 앱
謄詔	황제의 칙령을 복사하다
はずめ	벗다
全銀協	전은협
長袴	장조
絨製	벨벳
黄絹	노란색 실크
シマフトイ	시마후토이
雉子牟田	히나코 무타
ライオンハーテッド	사자 하티드
ナーマッカル	너마칼
国展	국립 전시회
インフィニオンテクノロジーズジャパン	인피니언 테크놀로지스 재팬
扁鵲	비안크
修太	슈타
オイビ・ゴラリ	오이비 고라리
クムシ	금시
ジャウレ	자우레
不食	먹지 않는다
言葉かけ	말을 걸다
イソアミル	이소아밀
シェレスト	셰레스트
ヤアクーブ・ユースフ	야아쿠브 유스프
ンギゲ	응기게
イナクセシブル	억누르기
スカータハ	스카타하
ヨーチイテアイノ	요치 이테아이노
ショボー	쇼보
競書	경서
ベウフォート	베이포트
ドクウツギ	도쿠우츠기
アウレル・ヴライク	아우렐 브라이크
輝資	휘지
